Time,L_max,TAS
2016-10-06 18:00:00,72.60344485481158,-0.5399620191566006
2016-10-07 00:00:00,72.60505062319683,3.5241662558016866
2016-10-07 06:00:00,72.60381760092827,0.4034418030296133
2016-10-07 12:00:00,72.60386411405734,0.5211644614029676
2016-10-07 18:00:00,72.60511156304662,3.678402301842389
2016-10-08 00:00:00,72.60496497296784,3.307389340389248
2016-10-08 06:00:00,72.6035176406492,-0.3557443054489399
2016-10-08 12:00:00,72.6037232887535,0.16474188860611738
2016-10-08 18:00:00,72.6034699192846,-0.4765249541105827
2016-10-09 00:00:00,72.60370168432321,0.11006203763744557
2016-10-09 06:00:00,72.60351353019449,-0.3661476832752124
2016-10-09 12:00:00,72.60451165328493,2.1600574101968553
2016-10-09 18:00:00,72.603452792384,-0.5198723768381974
2016-10-10 00:00:00,72.60373015004143,0.18210750280726004
2016-10-10 06:00:00,72.60351641098174,-0.3588565390336399
2016-10-10 12:00:00,72.60400398084002,0.875161059803448
2016-10-10 18:00:00,72.60353182083436,-0.319854888278167
2022-08-01 00:00:00,72.60346034101063,-0.5007671390011005
2022-08-01 06:00:00,72.60345687394164,-0.5095421362262873
2022-08-01 12:00:00,72.60355771497557,-0.25431797001215506
2022-08-01 18:00:00,72.6034460064351,-0.5370473113068431
2022-08-02 00:00:00,72.60345768825495,-0.5074811455013964
2022-08-02 06:00:00,72.60345989888343,-0.5018861432615717
2022-08-02 12:00:00,72.60347908636064,-0.45332349290745594
2022-08-02 18:00:00,72.60350373863278,-0.39092968992270855
2022-08-03 00:00:00,72.60348998111985,-0.42574934250265595
2022-08-03 06:00:00,72.60346165846829,-0.4974327123341746
2022-08-03 12:00:00,72.60345943826007,-0.5030519604595027
2022-08-03 18:00:00,72.60349634759997,-0.4096360648266773
2022-08-04 00:00:00,72.60350678665411,-0.3832152836788792
2022-08-04 06:00:00,72.60347284173902,-0.4691283521325973
2022-08-04 12:00:00,72.60366390072831,0.014433441511852406
2022-08-04 18:00:00,72.60345531474702,-0.5134883883632742
2022-08-05 00:00:00,72.60350726172095,-0.3820129106600499
2022-08-05 06:00:00,72.60345395783116,-0.5169226819779119
2022-08-05 12:00:00,72.60348297995502,-0.4434689789161629
2022-08-05 18:00:00,72.60345002334385,-0.5268806941493203
2022-08-06 00:00:00,72.60356018261264,-0.2480724904661219
2022-08-06 06:00:00,72.6034631135131,-0.4937500587162104
2022-08-06 12:00:00,72.60357985138126,-0.19829171298995577
2022-08-06 18:00:00,72.60358858310967,-0.17619209721534754
2022-08-07 00:00:00,72.60362358864236,-0.08759465283181227
2022-08-07 06:00:00,72.60345772794341,-0.5073806957797283
2022-08-07 12:00:00,72.60344645274354,-0.5359177245359955
2022-08-07 18:00:00,72.60354666101937,-0.28229504089981716
2022-08-08 00:00:00,72.60347396204868,-0.4662928982679027
2022-08-08 06:00:00,72.60347295294754,-0.46884688831701343
2022-08-08 12:00:00,72.60345377026643,-0.5173973999748138
2022-08-08 18:00:00,72.60354769040177,-0.27968971987749397
2022-08-09 00:00:00,72.60347936906919,-0.45260797014374365
2022-08-09 06:00:00,72.60359009291061,-0.17237085827449936
2022-08-09 12:00:00,72.60390935852709,0.6356761995023422
2022-08-09 18:00:00,72.60347270253541,-0.4694806702625523
2022-08-10 00:00:00,72.60346853636818,-0.48002505399353085
2022-08-10 06:00:00,72.60347395594331,-0.4663083506795885
2022-08-10 12:00:00,72.60356724992853,-0.23018542866625027
2022-08-10 18:00:00,72.6036055208612,-0.13332340237803994
2022-09-01 00:00:00,72.60348969518112,-0.42647304068256275
2022-09-01 06:00:00,72.60351695670498,-0.35747533781777807
2022-09-01 12:00:00,72.60384476935769,0.4722038880423915
2022-09-01 18:00:00,72.60344752749081,-0.5331975870454342
2022-09-02 00:00:00,72.60356542368905,-0.23480755947209025
2022-09-02 06:00:00,72.60349088687782,-0.4234569094114181
2022-09-02 12:00:00,72.60409691453007,1.110372090809427
2022-09-02 18:00:00,72.60350747778915,-0.3814660516638719
2022-09-03 00:00:00,72.60354742013232,-0.2803737598274947
2022-09-03 06:00:00,72.60344817714007,-0.5315533537195026
2022-09-03 12:00:00,72.60347275564895,-0.4693462422619723
2022-09-03 18:00:00,72.60377203828483,0.2881247814896084
2022-09-04 00:00:00,72.6037373810919,0.20040896954584347
2022-09-04 06:00:00,72.60354479043663,-0.28702940250335757
2022-09-04 12:00:00,72.6034606330443,-0.5000280147733486
2022-09-04 18:00:00,72.60365217494102,-0.015244003942910075
2022-09-05 00:00:00,72.6041057179801,1.1326532307984856
2022-09-05 06:00:00,72.60413764515296,1.2134594835149826
2022-09-05 12:00:00,72.60503849274652,3.49346462624695
2022-09-05 18:00:00,72.60344552979781,-0.5382536590792792
2022-09-06 00:00:00,72.6045510177459,2.2596871079443464
2022-09-06 06:00:00,72.60350578155665,-0.3857591405898168
2022-09-06 12:00:00,72.60347826625514,-0.4553991434023952
2022-09-06 18:00:00,72.60389094937965,0.5890834671185637
2022-09-07 00:00:00,72.60351311177644,-0.3672066807368429
2022-09-07 06:00:00,72.60348425897386,-0.44023183917323655
2022-09-07 12:00:00,72.60358629623279,-0.18198008075455452
2022-09-07 18:00:00,72.60345678060081,-0.509778377710808
2022-09-08 00:00:00,72.60350733847962,-0.3818186378921464
2022-09-08 06:00:00,72.60349701509121,-0.4079466742340588
2022-09-08 12:00:00,72.60348896763465,-0.42831442841971135
2022-09-08 18:00:00,72.60350251105326,-0.39403663901402397
2022-09-09 00:00:00,72.60352551031286,-0.33582653717223315
2022-09-09 06:00:00,72.60344887520452,-0.5297865836720351
2022-09-09 12:00:00,72.60354365496018,-0.2899032428393751
2022-09-09 18:00:00,72.60344526749073,-0.5389175466245838
2022-09-10 00:00:00,72.60377381773183,0.2926284826142941
2022-09-10 06:00:00,72.6034566347126,-0.5101476142690174
2022-09-10 12:00:00,72.60345339871441,-0.5183377815898886
2022-09-10 18:00:00,72.60392224043156,0.6682797260526226
2022-10-01 00:00:00,72.60364333809379,-0.037609670757094954
2022-10-01 06:00:00,72.60348716986401,-0.43286450584198577
2022-10-01 12:00:00,72.60426934751914,1.5467923073336174
2022-10-01 18:00:00,72.60454647596696,2.2481920676780462
2022-10-02 00:00:00,72.60397333085372,0.7975873093835504
2022-10-02 06:00:00,72.60350602947219,-0.3851316774058776
2022-10-02 12:00:00,72.60356948240691,-0.22453512530338746
2022-10-02 18:00:00,72.6038511156284,0.48826601659451413
2022-10-03 00:00:00,72.60356463703674,-0.23679854143176376
2022-10-03 06:00:00,72.6034755898473,-0.4621730124377327
2022-10-03 12:00:00,72.60347661923196,-0.45956768573261714
2022-10-03 18:00:00,72.60371846398468,0.15253061357257253
2022-10-04 00:00:00,72.60356386712665,-0.23874714957804347
2022-10-04 06:00:00,72.60346319622703,-0.4935407134564694
2022-10-04 12:00:00,72.60345910520851,-0.5038948991255566
2022-10-04 18:00:00,72.603464475551,-0.49030280146521765
2022-10-05 00:00:00,72.6034613319178,-0.49825919708630145
2022-10-05 06:00:00,72.60344691529231,-0.5347470341997215
2022-10-05 12:00:00,72.60345186733034,-0.5222136464804916
2022-10-05 18:00:00,72.6034659537489,-0.48656154840273835
2022-10-06 00:00:00,72.60346970309335,-0.4770721245453639
2022-10-06 06:00:00,72.60344703776916,-0.5344370507510203
2022-10-06 12:00:00,72.6036629557132,0.01204165037055801
2022-10-06 18:00:00,72.60558461236838,4.875669069365248
2022-10-07 00:00:00,72.60361046670322,-0.12080569646827992
2022-10-07 06:00:00,72.60347106499825,-0.47362520390990265
2022-10-07 12:00:00,72.60358898995665,-0.175162385628664
2022-10-07 18:00:00,72.6037211054519,0.15921604947445492
2022-10-08 00:00:00,72.60344542091708,-0.5385292313497698
2022-10-08 06:00:00,72.60356845700706,-0.22713036667052672
2022-10-08 12:00:00,72.60352448022624,-0.33843364054124564
2022-10-08 18:00:00,72.60623823500947,6.529958866845851
2022-10-09 00:00:00,72.60373239712308,0.18779476640442394
2022-10-09 06:00:00,72.60348796748528,-0.430845761930869
2022-10-09 12:00:00,72.60423913473294,1.4703250908977297
2022-10-09 18:00:00,72.60528434768568,4.1157125288608505
2022-10-10 00:00:00,72.60565802913874,5.061483645756452
2022-10-10 06:00:00,72.60350104732878,-0.39774126050901776
2022-10-10 12:00:00,72.60360004336268,-0.14718670720497282
2022-10-10 18:00:00,72.6036493040779,-0.022510030637754024
